supporter_id,first_name,last_name,date_of_birth,email,postcode,region,sign_up_date,source_channel,marketing_consent,status,last_activity_date
509,Wei,Rashid,1947-09-15,wei.rashid509@example.com,SW17 1RF,Northern Ireland,2023-08-21,Direct Mail,1,Active,2024-09-06
510,Fatima,Ahmed,1952-08-26,fatima.ahmed510@example.com,G26 7ZF,London,2022-12-19,Telephone,1,Lapsed,2026-04-07
511,Uche,Thornbury,1962-03-17,uche.thornbury511@example.com,SW27 2LA,South East,2021-06-24,Telephone,0,Active,2021-10-16
512,Eleanor,Thornbury,2000-07-18,eleanor.thornbury512@example.com,L39 2UA,East Midlands,2019-11-01,Event,0,Active,2024-12-20
513,Deborah,Carrick,1963-12-16,deborah.carrick513@example.com,BS13 8JW,North East,2020-09-25,Web,1,Active,2024-12-03
514,Maya,Duffy,1972-01-26,maya.duffy514@example.com,cf374hq,East Midlands,2024-07-17,Telephone,1,Inactive,2025-07-18
515,Verity,Jarvis,1946-08-02,verity.jarvis515@example.com,G12 1AD,Northern Ireland,2018-08-25,Event,1,Active,2023-09-14
516,Elliot,Gill,1954-12-26,elliot.gill516@example.com,N7 2XD,Scotland,2021-11-27,Web,1,Lapsed,2024-06-13
517,Tariq,Duffy,1962-03-04,tariq.duffy517@example.com,NE13 4ZP,South East,2020-06-21,Event,1,Active,2020-08-16
518,Imogen,Rashid,1984-01-10,imogen.rashid518@example.com,LS34 1PF,Northern Ireland,2024-06-17,Social,0,Active,2025-09-11
519,Zara,Sandoval,1988-06-26,zara.sandoval519@example.com,CF29 5PS,West Midlands,2026-04-17,Social,0,Active,2026-06-29
520,Noah,Rashid,2004-05-03,noah.rashid520@example.com,SE38 4AA,North West,2023-11-06,Direct Mail,1,Active,2024-11-15
521,Imogen,Lindqvist,1979-09-07,imogen.lindqvist521@example.com,G19 6GU,Scotland,2019-04-02,Event,1,Lapsed,2020-08-02
522,Omar,Grewal,1976-07-05,omar.grewal522@example.com,SE18 4YZ,Yorkshire & Humber,2022-10-24,Social,1,Active,2022-12-13
523,Ben,Iqbal,1958-04-23,ben.iqbal523@example.com,B40 8TW,East of England,2024-08-23,Direct Mail,1,Active,2026-06-04
524,Callum,Vasquez,1979-10-09,callum.vasquez524@example.com,B18 1JH,South East,2019-10-31,Partner,1,Active,2022-04-19
525,Eleanor,Mensah,1963-04-11,eleanor.mensah525@example.com,b297dw,Yorkshire & Humber,2022-07-30,Web,0,Active,2024-05-12
526,Elliot,Uddin,2000-10-02,elliot.uddin526@example.com,LS20 8AU,East Midlands,2018-08-09,Telephone,0,Active,2019-10-17
527,Rhys,Ellery,1967-12-17,rhys.ellery527@example.com,G14 8EP,West Midlands,2025-11-16,Direct Mail,1,Active,2026-07-01
528,Ben,Carrick,1946-12-02,ben.carrick528@example.com,LS32 2NR,Yorkshire & Humber,2018-01-27,Event,0,Active,2018-12-14
529,Liam,Iqbal,1999-03-28,liam.iqbal529@example.com,B26 7PG,North West,2021-08-27,Telephone,0,Active,2025-05-29
530,Leah,Carrick,1998-12-10,leah.carrick530@example.com,G10 2TL,East of England,2025-09-03,Social,1,Lapsed,2026-07-16
531,Rachel,Thornbury,1977-03-11,rachel.thornbury531@example.com,L17 1WS,East of England,2025-04-20,Direct Mail,1,Lapsed,2025-05-31
532,Yusuf,Quainton,1952-12-14,yusuf.quainton532@example.com,SE23 2TS,Scotland,2023-03-03,Partner,1,Active,2025-06-18
533,Deborah,Abiola,1975-06-21,deborah.abiola533@example.com,EH8 9YZ,Yorkshire & Humber,2022-02-13,Telephone,0,Active,2024-10-05
534,Isaac,Duffy,1968-11-26,isaac.duffy534@example.com,SE6 4YX,West Midlands,2023-11-08,Social,1,Active,2025-08-05
535,Rachel,Mensah,2003-06-26,rachel.mensah535@example.com,CF37 7UR,West Midlands,2020-01-24,Telephone,1,Active,2021-06-16
536,Tariq,Kowalski,1952-07-26,tariq.kowalski536@example.com,N2 5QL,Yorkshire & Humber,2026-02-08,Direct Mail,1,Active,2026-07-30
537,Ben,Abiola,1974-01-07,ben.abiola537@example.com,M30 2JE,North West,2021-01-16,Telephone,1,Active,2022-12-10
538,Emeka,Fenton,1959-01-05,emeka.fenton538@example.com,CF32 1RJ,North East,2022-05-15,Web,0,Active,2026-01-02
539,Imogen,Kowalski,1989-05-22,imogen.kowalski539@example.com,M38 9AY,London,2024-03-08,Telephone,0,Active,2024-07-27
540,Elliot,Kowalski,1981-07-18,elliot.kowalski540@example.com,SE8 7DN,South West,2024-02-29,Web,1,Active,2025-12-07
541,Ben,Uddin,1981-11-20,ben.uddin541@example.com,N5 7GF,North East,2020-09-26,Partner,0,Inactive,2022-11-02
542,Tariq,Abiola,1957-11-06,tariq.abiola542@example.com,EH33 4LB,North West,2026-02-27,Direct Mail,0,Lapsed,2026-06-01
543,Daniel,Yeboah,1946-07-23,daniel.yeboah543@example.com,M23 2LG,East Midlands,2021-02-20,Web,1,Inactive,2021-03-15
544,Kai,Duffy,1999-06-18,kai.duffy544@example.com,SW9 1LQ,South West,2023-03-26,Telephone,0,Lapsed,2023-10-01
545,Yusuf,Wainwright,1986-10-19,yusuf.wainwright545@example.com,LS32 2FT,South East,2021-07-20,Web,0,Active,2022-04-13
546,Sian,Dalgleish,1969-10-24,sian.dalgleish546@example.com,B31 3ED,South East,2017-12-30,Partner,0,Active,2023-09-13
547,Rosa,Zielinski,1947-12-01,rosa.zielinski547@example.com,N16 8UZ,South West,2021-02-01,Partner,0,Lapsed,2022-05-26
548,Omar,Yeboah,1990-11-10,omar.yeboah548@example.com,se323lx,Wales,2022-10-04,Partner,1,Active,2026-05-03
549,Niamh,Jarvis,1989-04-19,niamh.jarvis549@example.com,N10 7DU,London,2023-11-23,Web,0,Active,2026-04-01
550,Harun,Abiola,1989-01-06,harun.abiola550@example.com,EH4 1QL,Northern Ireland,2021-10-08,Event,1,Inactive,2025-07-09
551,Wei,Grewal,2003-12-21,wei.grewal551@example.com,BT35 3XT,East Midlands,2018-05-26,Partner,1,Lapsed,2023-05-12
552,Karolina,Mensah,1974-07-04,karolina.mensah552@example.com,LS10 2EG,West Midlands,2022-09-27,Partner,0,Active,2025-06-15
553,Zainab,Grewal,1979-03-18,zainab.grewal553@example.com,BS31 4FZ,East Midlands,2018-07-23,Telephone,0,Active,2024-04-29
554,Sian,Yeboah,1957-08-04,sian.yeboah554@example.com,LS5 1EQ,Wales,2020-12-29,Partner,0,Active,2025-03-26
555,Joseph,Baptiste,1992-12-07,joseph.baptiste555@example.com,N10 8HQ,East Midlands,2023-06-02,Social,0,Inactive,2026-04-06
556,Fatima,Quainton,1957-03-05,fatima.quainton556@example.com,SW40 1YT,East of England,2025-07-09,Direct Mail,1,Active,2026-07-04
557,Kai,Abiola,1947-03-22,kai.abiola557@example.com,L36 9PJ,North West,2022-06-19,Web,0,Lapsed,2024-11-09
558,Jasmin,Nkemelu,1979-09-01,jasmin.nkemelu558.example.com,LS16 7ZT,Northern Ireland,2023-06-23,Direct Mail,0,Inactive,2025-07-12
559,Amara,Ellery,1955-11-24,amara.ellery559@example.com,B38 9BW,Wales,2017-09-08,Event,1,Inactive,2020-01-22
560,Sofia,Whitlock,1949-03-23,sofia.whitlock560@example.com,BS11 9HS,East of England,2019-12-14,Telephone,0,Active,2023-05-13
561,Mahmoud,Chen,1951-11-19,mahmoud.chen561@example.com,B36 9EF,Yorkshire & Humber,2024-06-01,Web,0,Lapsed,2025-09-30
562,Hannah,Uddin,1999-07-23,hannah.uddin562@example.com,bt343wn,North West,2020-10-22,Event,1,Active,2024-03-25
563,Liam,Hargreaves,1958-02-09,liam.hargreaves563@example.com,NE24 8DW,North East,2025-09-29,Direct Mail,1,Inactive,2026-08-01
564,Fatima,Dalgleish,1981-07-03,fatima.dalgleish564@example.com,SE5 2LS,East Midlands,2025-12-04,Direct Mail,0,Deceased,2026-05-24
565,Zara,Carrick,1973-05-12,zara.carrick565@example.com,BT33 5GA,South East,2018-10-11,Partner,1,Lapsed,2019-11-15
566,Joseph,Yeboah,1976-01-28,joseph.yeboah566@example.com,SE32 9RA,North West,2018-10-10,Event,1,Active,2026-01-14
567,Imogen,Sharpe,2002-08-21,imogen.sharpe567@example.com,EH33 6QQ,South West,2022-02-01,Event,0,Lapsed,2024-09-04
568,Sian,Morrow,1950-07-22,sian.morrow568@example.com,SE30 3ST,West Midlands,2023-09-17,Direct Mail,1,Inactive,2026-06-20
569,Daniel,Tewari,1986-11-12,daniel.tewari569@example.com,LS22 6BX,South West,2025-01-15,Social,1,Inactive,2026-06-17
570,Verity,Grewal,1950-04-26,verity.grewal570@example.com,CF3 5PN,East Midlands,2017-11-10,Partner,1,Active,2020-08-03
571,Grace,Vasquez,1976-02-27,grace.vasquez571@example.com,B36 5ZE,Northern Ireland,2024-04-28,Direct Mail,1,Lapsed,2025-04-21
572,Grace,Uddin,1964-07-14,grace.uddin572@example.com,eh26np,South East,2026-01-01,Direct Mail,1,Active,2026-08-17
573,Uche,Rashid,1949-01-10,uche.rashid573@example.com,NE39 8TD,West Midlands,2026-03-28,Direct Mail,1,Lapsed,2026-06-22
574,Olive,Sandoval,1957-06-23,olive.sandoval574@example.com,G16 1QD,East of England,2026-04-10,Direct Mail,0,Active,2026-05-06
575,Theo,Hargreaves,1961-10-13,theo.hargreaves575@example.com,CF23 1WW,London,2021-08-18,Partner,0,Active,2024-07-11
576,Rhys,Grewal,1952-01-02,rhys.grewal576@example.com,N16 8UP,South East,2025-10-26,Social,1,Active,2026-06-22
577,Zainab,Grewal,1999-11-28,zainab.grewal577@example.com,SE36 9TF,London,2019-01-12,Telephone,0,Lapsed,2022-01-11
578,Joseph,Hargreaves,1949-09-19,joseph.hargreaves578@example.com,G33 6XX,Northern Ireland,2018-12-08,Telephone,1,Active,2021-12-26
579,Rachel,Lindqvist,1995-09-05,rachel.lindqvist579@example.com,SW33 8FN,Northern Ireland,2022-05-31,Social,0,Active,2026-05-10
580,Elliot,Chen,1992-02-18,elliot.chen580@example.com,NE2 4QH,South East,2024-12-15,Social,0,Inactive,2026-05-15
581,Fatima,Sandoval,1996-11-17,fatima.sandoval581@example.com,SW1 6QS,North East,2022-07-30,Telephone,1,Active,2024-10-02
582,Kai,Pemberton,1994-09-16,kai.pemberton582@example.com,n23pn,Yorkshire & Humber,2018-09-25,Telephone,1,Active,2025-05-10
583,Daniel,Pemberton,1980-02-19,daniel.pemberton583@example.com,M26 4BX,South East,2023-07-23,Web,1,Active,2025-07-07
584,Joseph,Gill,1986-03-26,joseph.gill584@example.com,BT25 2NR,West Midlands,2021-01-20,Telephone,1,Active,2021-10-13
585,Karolina,Chen,1962-02-24,,N5 8HN,South East,2018-12-10,Partner,1,Inactive,2020-04-26
586,Karolina,Jarvis,1984-07-01,karolina.jarvis586@example.com,NE24 2EU,North West,2021-11-15,Web,1,Lapsed,2024-11-27
587,Elliot,Iqbal,1947-07-15,elliot.iqbal587@example.com,BS36 2NF,South East,2016-12-02,Event,0,Lapsed,2016-12-31
588,Sofia,Bright,1979-05-13,sofia.bright588@example.com,G31 3DU,West Midlands,2019-01-20,Event,1,Active,2019-08-16
589,Emeka,Carrick,1999-09-16,emeka.carrick589@example.com,SW34 8ZQ,South West,2018-10-15,Event,0,Lapsed,2020-12-30
590,Hannah,Bright,1992-05-22,hannah.bright590@example.com,EH29 1FS,North East,2017-11-22,Partner,0,Inactive,2020-02-10
591,Verity,Bright,1956-12-15,verity.bright591@example.com,SE7 9ZB,Northern Ireland,2020-09-10,Event,0,Lapsed,2020-12-17
592,Samuel,Sharpe,1975-06-05,samuel.sharpe592@example.com,L15 8RJ,Wales,2024-11-19,Direct Mail,0,Lapsed,2025-11-08
593,Isaac,Fenton,1977-08-24,isaac.fenton593@example.com,LS31 5NW,Yorkshire & Humber,2022-02-26,Event,0,Active,2024-11-12
594,Aisha,Gill,1965-02-12,aisha.gill594@example.com,bt142zq,East of England,2022-08-30,Telephone,0,Active,2024-06-10
595,Gareth,Chen,1980-05-10,gareth.chen595@example.com,LS34 8TB,Yorkshire & Humber,2020-05-21,Partner,0,Active,2022-03-05
596,Fatima,Dalgleish,1997-02-02,fatima.dalgleish596@example.com,M5 3UH,West Midlands,2022-07-08,Social,1,Active,2023-01-26
597,Karolina,Rashid,1967-10-13,karolina.rashid597@example.com,L32 4DB,Northern Ireland,2019-07-24,Telephone,0,Lapsed,2022-12-30
598,Theo,Bright,1983-11-23,theo.bright598@example.com,BT21 4UR,East of England,2018-07-13,Telephone,0,Active,2019-02-18
599,Chloe,Rashid,1948-12-21,chloe.rashid599@example.com,NE1 9EF,North East,2025-01-11,Direct Mail,1,Active,2025-05-09
600,Rhys,Sharpe,1984-05-01,rhys.sharpe600@example.com,BT29 8YD,West Midlands,2026-02-02,Social,1,Active,2026-07-12
601,Theo,Nkemelu,1995-07-02,theo.nkemelu601@example.com,NE28 5EZ,South West,2022-05-29,Social,1,Active,2025-04-09
602,Gareth,Quainton,1981-01-26,gareth.quainton602@example.com,B22 2GB,East of England,2025-05-12,Direct Mail,1,Active,2026-06-26
603,Freya,Wainwright,1992-03-10,freya.wainwright603@example.com,EH34 7FR,North East,2021-05-15,Web,1,Active,2025-03-21
604,Karolina,Baptiste,1984-05-21,,SE18 6NU,East Midlands,2020-08-10,Event,1,Active,2024-03-04
605,Imogen,Baptiste,1956-11-26,imogen.baptiste605@example.com,G13 7NU,Wales,2022-06-11,Event,1,Active,2022-08-06
606,Theo,Tewari,1951-12-02,theo.tewari606@example.com,N32 2TJ,Northern Ireland,2024-10-09,Direct Mail,1,Active,2025-10-29
607,Eleanor,Wainwright,1952-08-28,eleanor.wainwright607@example.com,LS22 6QE,South West,2017-10-03,Event,1,Lapsed,2024-05-04
608,Olive,Gill,1947-06-25,olive.gill608@example.com,G18 6BL,North East,2023-09-19,Direct Mail,0,Active,2024-10-25
609,Callum,Carrick,1976-06-25,callum.carrick609@example.com,ls124sz,East of England,2026-06-10,Direct Mail,0,Active,2026-07-07
610,Omar,Quainton,1985-11-07,omar.quainton610@example.com,SW13 3AY,North West,2025-11-06,Direct Mail,1,Active,2026-08-14
611,Imogen,Yeboah,2003-05-16,imogen.yeboah611@example.com,SW3 9ZU,North West,2025-06-28,Direct Mail,0,Active,2026-03-11
612,Zara,Quainton,1979-04-01,,NE13 5EU,East Midlands,2019-10-16,Event,0,Lapsed,2022-08-27
613,Wei,Fenton,1967-04-02,wei.fenton613@example.com,EH28 2NW,London,2017-09-22,Partner,0,Active,2024-11-29
614,Imogen,Chen,2005-04-26,imogen.chen614@example.com,SE3 8PP,Northern Ireland,2024-08-22,Web,0,Active,2026-02-19
615,Ben,Carrick,1959-11-16,ben.carrick615@example.com,N36 8GZ,East of England,2022-05-25,Telephone,1,Active,2023-10-16
616,Grace,Quainton,2000-03-06,grace.quainton616@example.com,N38 3DY,North West,2024-12-12,Web,1,Active,2026-04-15
617,Niamh,Sharpe,1981-07-07,niamh.sharpe617@example.com,M27 5BX,West Midlands,2018-08-03,Telephone,0,Active,2024-06-10
618,Uche,Mensah,1982-05-12,uche.mensah618@example.com,SE39 5HJ,Northern Ireland,2023-05-09,Social,1,Active,2023-11-04
619,Harun,Zielinski,1961-11-17,harun.zielinski619@example.com,CF31 7NU,North East,2023-02-25,Social,0,Inactive,2026-06-27
620,Callum,Fenton,2000-12-01,callum.fenton620@example.com,G40 2AA,Northern Ireland,2023-08-05,Partner,0,Lapsed,2024-01-05
621,Freya,Dalgleish,1959-01-09,freya.dalgleish621@example.com,EH8 4GF,Scotland,2022-10-02,Partner,1,Lapsed,2024-09-08
622,Rhys,Duffy,2005-07-22,rhys.duffy622@example.com,L11 1TD,Yorkshire & Humber,2020-08-07,Partner,0,Active,2022-08-07
623,Omar,Lindqvist,1946-08-18,omar.lindqvist623@example.com,CF26 3YA,North West,2019-11-01,Partner,1,Active,2022-03-28
624,Mahmoud,Abiola,1968-10-17,mahmoud.abiola624@example.com,NE30 9QD,West Midlands,2020-07-04,Event,1,Active,2026-02-06
625,Amara,Abiola,2002-01-06,amara.abiola625@example.com,cf248aq,Wales,2018-06-01,Telephone,1,Active,2024-09-22
626,Noah,Carrick,1953-11-17,noah.carrick626@example.com,LS7 9SR,Northern Ireland,2020-06-14,Partner,1,Active,2024-09-04
627,Uche,Jarvis,1983-02-13,uche.jarvis627@example.com,SW30 8DR,East of England,2022-01-26,Telephone,0,Active,2023-03-20
628,Sian,Uddin,1989-12-11,sian.uddin628@example.com,L19 3BR,South East,2021-01-30,Partner,1,Lapsed,2026-07-31
629,Olive,Quainton,1962-08-04,olive.quainton629@example.com,B33 9PN,Northern Ireland,2023-08-08,Social,1,Active,2024-10-14
630,Noah,Sandoval,1974-07-05,noah.sandoval630@example.com,CF39 6ZT,,2023-03-15,Telephone,0,Active,2026-04-29
631,Sian,Bright,1959-02-11,sian.bright631@example.com,NE10 9NA,Yorkshire & Humber,2017-06-29,Event,0,Inactive,2021-02-16
632,Deborah,Gill,1991-05-01,,L2 1AG,London,2024-09-15,Direct Mail,0,Active,2026-03-29
633,Gareth,Uddin,1969-11-03,gareth.uddin633@example.com,SE4 1HR,Scotland,2025-04-25,Social,1,Active,2025-07-24
634,Freya,Pemberton,1968-10-09,,LS3 6UN,North West,2025-05-17,Web,1,Active,2025-06-28
635,Rachel,Wainwright,2000-02-21,rachel.wainwright635@example.com,EH6 2PT,North West,2024-03-10,Web,0,Active,2026-07-03
636,Kai,Yeboah,1989-05-08,kai.yeboah636@example.com,BT31 4EA,Scotland,2021-06-28,Web,1,Active,2025-08-13
637,Grace,Morrow,1976-08-10,grace.morrow637@example.com,EH7 9GL,Wales,2022-10-25,Social,0,Active,2025-01-29
638,Theo,Vasquez,1965-02-11,theo.vasquez638@example.com,B28 2LJ,North East,2024-11-06,Web,1,Active,2025-03-12
639,Zara,Quainton,1974-12-26,zara.quainton639@example.com,L5 1QX,South West,2023-03-02,Telephone,0,Lapsed,2024-11-02
640,Zainab,Gill,1961-09-10,zainab.gill640@example.com,L14 7HT,London,2022-09-13,Social,1,Active,2025-06-08
641,Amara,Kowalski,1995-12-26,amara.kowalski641@example.com,SE22 3XF,East Midlands,2019-09-16,Telephone,1,Active,2024-10-15
642,Wei,Lindqvist,1984-01-03,wei.lindqvist642@example.com,B38 7EB,East Midlands,2025-10-11,Direct Mail,1,Active,2026-05-18
643,Grace,Uddin,1977-01-27,grace.uddin643@example.com,bs76sh,South West,2025-01-03,Direct Mail,1,Active,2025-11-03
644,Harun,Yeboah,1964-03-01,harun.yeboah644@example.com,ls364xl,Yorkshire & Humber,2022-11-11,Social,0,Lapsed,2023-02-23
645,Jasmin,Duffy,1961-09-28,jasmin.duffy645@example.com,BS27 9DJ,South West,2021-12-23,Telephone,1,Active,2022-07-18
646,Yusuf,Gill,1957-12-02,yusuf.gill646@example.com,EH13 9YL,North East,2023-04-25,Partner,1,Active,2023-08-10
647,Noah,Kowalski,1952-06-24,noah.kowalski647@example.com,M19 8TE,East of England,2024-08-06,Direct Mail,1,Active,2025-12-21
648,Verity,Wainwright,1962-03-24,verity.wainwright648@example.com,EH39 6WT,London,2020-11-29,Partner,0,Active,2021-11-11
649,Lucy,Sharpe,1959-12-08,lucy.sharpe649@example.com,SW22 2JE,West Midlands,2024-04-12,Telephone,1,Active,2025-06-10
650,Rachel,Wainwright,1970-08-26,rachel.wainwright650@example.com,B36 2GQ,East of England,2018-12-13,Event,1,Active,2019-05-16
651,Ben,Rashid,1991-03-18,ben.rashid651@example.com,BS16 4EU,Wales,2022-06-16,Telephone,0,Inactive,2025-01-11
652,Mahmoud,Grewal,1955-11-01,mahmoud.grewal652@example.com,SE40 3PE,Northern Ireland,2022-05-14,Partner,1,Active,2025-12-09
653,Tariq,Gill,2002-10-05,tariq.gill653@example.com,SW30 9QH,Northern Ireland,2023-07-06,Direct Mail,1,Active,2023-08-31
654,Sian,Hargreaves,1970-07-18,sian.hargreaves654@example.com,L39 1GU,East of England,2025-12-06,Direct Mail,1,Lapsed,2026-01-11
655,Yusuf,Ellery,1977-02-05,yusuf.ellery655@example.com,bs82jw,London,2025-05-10,Direct Mail,0,Active,2025-07-24
656,Uche,Kowalski,1958-09-07,uche.kowalski656@example.com,EH33 8BY,Yorkshire & Humber,2023-07-20,Telephone,1,Inactive,2025-04-25
657,Sian,Rashid,1974-02-09,sian.rashid657@example.com,M26 9FN,Yorkshire & Humber,2023-01-24,Telephone,1,Lapsed,2024-12-18
658,Hannah,Baptiste,1984-08-18,hannah.baptiste658@example.com,BT5 4WF,East Midlands,2020-07-21,Telephone,0,Active,2023-12-09
659,Rhys,Wainwright,1998-07-16,rhys.wainwright659@example.com,BT10 5QB,South East,2024-05-23,Web,0,Inactive,2024-07-23
660,Yusuf,Chen,1978-09-28,yusuf.chen660@example.com,NE5 5UQ,East Midlands,2024-10-13,Telephone,0,Active,2026-08-08
661,Imogen,Vasquez,1976-12-23,imogen.vasquez661@example.com,L3 8JT,North East,2016-12-10,Event,0,Active,2024-07-30
662,Theo,Sharpe,1961-04-07,theo.sharpe662@example.com,BS25 6TW,East of England,2021-01-15,Event,1,Active,2024-12-29
663,Emeka,Abiola,1951-12-24,emeka.abiola663@example.com,B10 4ES,London,2018-11-05,Partner,0,Lapsed,2019-08-11
664,Harun,Sandoval,1973-02-10,harun.sandoval664@example.com,B5 8EH,South West,2019-01-28,Telephone,0,Active,2021-09-21
665,Jasmin,Pemberton,1985-12-24,jasmin.pemberton665@example.com,BT30 3QS,South West,2026-02-06,Social,0,Lapsed,2026-04-25
666,Zara,Abiola,1994-11-15,zara.abiola666@example.com,SW28 2HN,Yorkshire & Humber,2017-09-06,Partner,0,Lapsed,2022-01-06
667,Gareth,Kowalski,1987-03-19,gareth.kowalski667.example.com,NE28 4PZ,South East,2020-12-11,Partner,0,Lapsed,2025-09-19
668,Theo,Fenton,1962-01-24,theo.fenton668@example.com,L1 3PT,North West,2019-03-17,Event,1,Active,2020-05-12
669,Zara,Morrow,1969-08-14,zara.morrow669@example.com,G35 6UT,West Midlands,2025-01-14,Direct Mail,1,Inactive,2025-05-28
670,Imogen,Okafor,2001-07-09,imogen.okafor670@example.com,SE29 8SQ,South East,2023-05-10,Direct Mail,1,Active,2025-10-01
671,Joseph,Whitlock,1950-06-19,joseph.whitlock671@example.com,SW30 7TP,Wales,2021-09-17,Telephone,1,Active,2021-11-15
672,Deborah,Mensah,1996-06-07,deborah.mensah672@example.com,EH38 2EZ,North East,2021-12-23,Telephone,1,Active,2024-08-24
673,Kai,Hargreaves,1979-01-02,kai.hargreaves673@example.com,L24 1TD,East of England,2022-03-10,Partner,1,Active,2024-01-11
674,Yusuf,Jarvis,2006-08-25,yusuf.jarvis674@example.com,EH3 9UL,North West,2018-06-06,Event,0,Active,2021-12-13
675,Sofia,Lindqvist,1950-05-23,sofia.lindqvist675@example.com,M40 4XG,East of England,2023-09-06,Direct Mail,0,Inactive,2023-01-03
676,Verity,Wainwright,1995-05-08,verity.wainwright676@example.com,N31 3GJ,North East,2023-05-11,Web,1,Active,2025-01-08
677,Lucy,Mensah,1964-06-21,lucy.mensah677@example.com,BS22 2PW,Wales,2022-02-19,Event,0,Active,2025-11-13
678,Leah,Tewari,1970-09-15,leah.tewari678@example.com,NE34 1UB,Northern Ireland,2022-02-06,Event,0,Active,2023-12-10
679,Aisha,Bright,2006-12-05,aisha.bright679@example.com,SE36 5GS,Northern Ireland,2023-02-01,Partner,0,Active,2024-09-01
680,Maya,Sharpe,1958-08-03,maya.sharpe680@example.com,NE1 4AG,Wales,2024-04-08,Web,1,Inactive,2025-05-15
681,Fatima,Kowalski,1972-07-19,fatima.kowalski681@example.com,M27 7XF,North West,2025-01-28,Direct Mail,1,Active,2026-08-14
682,Samuel,Thornbury,1988-02-04,samuel.thornbury682@example.com,SW38 2TW,East Midlands,2025-04-13,Web,1,Active,2026-05-20
683,Fatima,Sharpe,1995-10-02,fatima.sharpe683@example.com,B15 1JQ,East of England,2021-10-27,Partner,1,Lapsed,2022-07-30
684,Lucy,Hargreaves,1992-07-20,lucy.hargreaves684@example.com,N3 8TB,London,2025-05-15,Direct Mail,1,Active,2026-08-06
685,Sian,Grewal,1955-03-18,sian.grewal685@example.com,B12 2UH,Wales,2020-11-27,Telephone,0,Active,2020-12-15
686,Elliot,Whitlock,1947-11-07,elliot.whitlock686@example.com,G29 5FZ,South West,2021-09-02,Partner,1,Lapsed,2023-11-08
687,Isaac,Ahmed,1964-09-01,isaac.ahmed687@example.com,B27 4QE,South East,2022-11-14,Web,0,Active,2023-10-04
688,Leah,Ellery,1969-10-13,leah.ellery688@example.com,N17 9XY,East of England,2023-07-20,Web,1,Inactive,2026-01-28
689,Rachel,Hargreaves,1962-09-09,rachel.hargreaves689@example.com,CF22 9DN,North East,2026-01-18,Direct Mail,0,Inactive,2026-03-19
690,Sian,Quainton,1988-05-12,sian.quainton690@example.com,BT15 8FB,Scotland,2018-02-01,Partner,0,Active,2024-03-06
691,Jasmin,Sharpe,1952-07-24,jasmin.sharpe691@example.com,SW12 8AL,Northern Ireland,2022-01-24,Telephone,1,Active,2024-01-18
692,Rhys,Ellery,1995-08-26,rhys.ellery692@example.com,M13 5FE,East of England,2019-12-22,Event,1,Active,2025-02-11
693,Liam,Vasquez,1956-04-26,liam.vasquez693@example.com,SE11 9ED,North East,2017-02-27,Event,0,Active,2024-12-03
694,Maya,Carrick,1962-06-22,maya.carrick694@example.com,LS30 8AA,South West,2019-06-01,Partner,0,Active,2023-04-08
695,Isaac,Duffy,1996-03-23,isaac.duffy695@example.com,NE15 4EE,North East,2021-11-23,Partner,0,Active,2023-07-10
696,Omar,Fenton,1992-12-13,omar.fenton696@example.com,N27 5PE,East Midlands,2024-09-23,Direct Mail,1,Inactive,2026-08-08
697,Priya,Yeboah,1947-11-17,priya.yeboah697@example.com,LS30 6DF,East Midlands,2019-03-24,Event,1,Lapsed,2022-05-29
698,Wei,Fenton,1974-06-05,wei.fenton698@example.com,CF37 5TD,London,2026-02-07,Direct Mail,1,Active,2026-06-08
699,Hannah,Yeboah,1959-04-09,hannah.yeboah699@example.com,L9 1TS,North West,2022-06-18,Partner,0,Inactive,2026-05-23
700,Liam,Whitlock,1962-08-15,liam.whitlock700@example.com,BT31 5QW,North East,2025-10-11,Social,1,Active,2026-03-27
701,Uche,Sandoval,1988-09-04,uche.sandoval701@example.com,LS32 1YU,East Midlands,2021-09-03,Partner,1,Active,2023-04-15
702,Kai,Pemberton,1972-09-12,kai.pemberton702@example.com,SW27 4BU,North East,2024-10-08,Direct Mail,0,Lapsed,2025-05-08
703,Aisha,Fenton,1969-10-01,aisha.fenton703@example.com,BS34 6FF,South West,2022-04-11,Event,0,Inactive,2026-01-20
704,Zara,Sharpe,1980-04-20,zara.sharpe704@example.com,BS24 4UB,Northern Ireland,2024-05-01,Direct Mail,0,Active,2024-12-28
705,Imogen,Whitlock,1953-10-13,imogen.whitlock705@example.com,SW36 9TY,Yorkshire & Humber,2025-01-03,Social,0,Active,2026-03-30
706,Noah,Tewari,1987-02-27,noah.tewari706@example.com,N4 3HU,Northern Ireland,2024-11-04,Telephone,0,Inactive,2025-12-26
707,Leah,Zielinski,1989-06-25,leah.zielinski707@example.com,EH2 4WX,South East,2023-12-24,Direct Mail,1,Lapsed,2026-07-14
708,Rhys,Tewari,1993-08-20,rhys.tewari708@example.com,se239ds,North West,2020-02-04,Telephone,0,Active,2021-03-19
709,Isaac,Morrow,1977-03-21,isaac.morrow709@example.com,LS7 2YA,Yorkshire & Humber,2024-06-03,Telephone,1,Active,2026-04-09
710,Priya,Sandoval,2004-11-11,priya.sandoval710@example.com,SE33 8UD,Scotland,2024-06-22,Telephone,1,Inactive,2024-11-06
